Geneid,PC3_Hypoxia_S2,LNCAP_Hypoxia_S1,PC3_Normoxia_S2,PC3_Hypoxia_S1,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,LNCAP_Hypoxia_S2,featurecounts.txt,PC3_Normoxia_S1
ENSG00000230358,0,5,3,0,2,2,4,5,0
ENSG00000178809,0,1,0,0,0,1,1,1,0
ENSG00000288976,0,0,5,1,0,0,1,0,0
ENSG00000215045,0,49,0,0,50,45,53,49,0
ENSG00000136247,140,914,491,335,900,1353,1045,914,189
ENSG00000146576,65,368,252,144,427,662,471,368,79
ENSG00000236976,1,1,1,3,2,0,0,1,2
ENSG00000213643,0,0,0,0,0,0,0,0,0
ENSG00000235227,0,0,0,0,0,0,0,0,0
ENSG00000213644,0,2,2,1,1,1,1,2,0
ENSG00000223614,0,0,0,0,0,0,0,0,0
ENSG00000136244,24,0,106,52,1,2,2,0,38
ENSG00000237621,0,0,0,0,0,0,0,0,0
ENSG00000106603,648,1722,1360,1830,1916,2070,2047,1722,538
ENSG00000229497,0,3,1,1,3,7,0,3,0
ENSG00000183696,766,29,1245,1706,78,173,31,29,561
ENSG00000227481,0,0,1,1,0,0,0,0,0
ENSG00000286300,0,0,0,0,0,0,0,0,0
ENSG00000164619,0,0,0,1,0,2,3,0,0
ENSG00000284691,6,191,24,18,216,245,165,191,21
ENSG00000164692,0,0,0,1,0,0,0,0,0
ENSG00000222870,0,0,0,0,0,0,0,0,0
ENSG00000127995,169,1336,442,475,1312,1325,1480,1336,145
ENSG00000106609,230,3139,594,651,2511,2905,3494,3139,211
ENSG00000275878,0,0,0,0,0,0,0,0,0
ENSG00000233383,0,0,1,0,0,0,0,0,0
ENSG00000266525,0,0,0,0,0,0,0,0,0
ENSG00000153814,73,111,147,207,116,177,102,111,48
ENSG00000287489,0,0,1,0,0,0,0,0,0
ENSG00000206623,0,0,0,0,0,0,0,0,0
ENSG00000174495,0,0,0,1,0,0,0,0,0
ENSG00000126524,958,10692,2960,3159,10466,9155,13887,10692,1169
ENSG00000205238,0,3,0,0,6,4,4,3,0
ENSG00000184616,0,2,1,0,5,4,2,2,0
ENSG00000280255,0,2,0,0,11,16,3,2,0
ENSG00000086300,213,471,497,568,500,448,463,471,153
ENSG00000289042,2,18,7,1,19,24,31,18,4
ENSG00000010270,310,1660,880,885,1863,2236,1833,1660,334
ENSG00000227191,0,24,0,0,104,102,36,24,0
ENSG00000211687,0,1,0,0,2,3,1,1,0
ENSG00000211688,0,3,0,0,16,13,12,3,0
ENSG00000211690,0,2,0,0,1,0,2,2,0
ENSG00000211691,0,0,0,0,0,0,0,0,0
ENSG00000211692,0,1,0,0,2,0,0,1,0
ENSG00000231916,0,0,1,0,0,0,0,0,0
ENSG00000211695,1,17,0,0,55,79,35,17,0
ENSG00000225992,0,0,0,0,0,0,0,0,0
ENSG00000272908,0,0,1,0,1,2,0,0,0
ENSG00000211696,0,1,0,0,0,0,0,1,0
ENSG00000249978,0,4,1,0,0,5,2,4,0
ENSG00000226212,0,2,0,0,0,0,4,2,0
ENSG00000228668,0,3,0,0,5,5,3,3,0
ENSG00000211697,0,1,0,0,2,0,0,1,0
ENSG00000211698,0,8,0,0,1,2,5,8,0
ENSG00000211699,0,2,0,0,0,2,0,2,0
ENSG00000233306,0,4,0,0,0,2,0,4,0
ENSG00000211701,0,1,0,0,1,0,0,1,0
ENSG00000211689,0,57,0,0,116,161,93,57,0
ENSG00000289746,0,0,0,0,0,0,0,0,0
ENSG00000180347,1,0,3,1,1,1,0,0,5
ENSG00000285912,0,0,0,0,0,0,0,0,0
ENSG00000212590,0,0,0,0,0,0,0,0,0
ENSG00000196584,375,1338,1554,1195,2095,2075,1536,1338,560
ENSG00000244328,0,1,0,0,0,0,0,1,0
ENSG00000228005,0,0,0,0,0,0,0,0,0
ENSG00000231681,0,1,0,0,1,3,0,1,0
ENSG00000235620,0,0,0,0,0,0,0,0,0
ENSG00000285165,0,0,0,0,0,0,0,0,0
ENSG00000200815,0,0,0,0,2,2,1,0,0
ENSG00000132437,0,671,1,4,1558,6514,876,671,0
ENSG00000226122,0,0,0,0,0,0,0,0,1
ENSG00000185811,0,0,0,0,0,1,0,0,0
ENSG00000275743,0,2,0,0,1,0,0,2,1
ENSG00000276819,0,2,0,0,0,0,0,2,0
ENSG00000275243,0,0,0,0,0,0,0,0,0
ENSG00000277880,0,0,0,0,0,0,0,0,0
ENSG00000276557,0,2,0,0,0,0,0,2,0
ENSG00000211746,0,5,0,0,0,0,0,5,0
ENSG00000211747,0,6,0,0,0,0,0,6,0
ENSG00000251578,0,0,0,0,0,0,0,0,0
ENSG00000240578,0,0,0,0,0,0,0,0,0
ENSG00000211749,0,0,0,0,0,0,0,0,0
ENSG00000211750,0,1,0,0,0,0,0,1,0
ENSG00000282499,0,0,0,4,0,0,0,0,0
ENSG00000239992,0,0,0,0,0,0,0,0,0
ENSG00000249912,0,0,0,0,0,0,0,0,0
ENSG00000241911,0,0,0,0,0,0,0,0,0
ENSG00000211752,0,1,0,0,0,0,0,1,0
ENSG00000211753,0,15,0,0,0,0,0,15,0
ENSG00000244273,0,0,0,0,0,0,0,0,0
ENSG00000286831,0,0,1,0,0,2,0,0,0
ENSG00000232869,0,11,0,0,0,0,0,11,0
ENSG00000198286,5,0,0,1,1,2,1,0,0
ENSG00000277149,15,113,51,48,147,148,154,113,21
ENSG00000250474,0,9,2,5,3,8,6,9,0
ENSG00000225935,0,0,0,0,0,0,0,0,0
ENSG00000091137,27,10,19,38,17,9,10,10,13
ENSG00000105879,255,7907,699,718,3454,4119,8530,7907,239
ENSG00000091138,0,62,0,0,13,8,66,62,0
ENSG00000160999,48,144,122,110,88,142,141,144,47
ENSG00000106628,834,6226,3155,1922,8600,10540,7194,6226,1213
ENSG00000155530,7,32,32,18,82,68,48,32,7
ENSG00000205060,468,1987,1646,1426,2060,2372,2473,1987,597
ENSG00000199085,0,0,0,0,0,0,0,0,0
ENSG00000197362,29,343,114,71,409,519,399,343,57
ENSG00000204947,14,286,38,36,159,195,318,286,25
ENSG00000240877,0,5,2,1,3,6,4,5,3
ENSG00000155660,1235,8062,3631,3252,11114,14198,9509,8062,1389
ENSG00000289760,0,0,0,0,0,0,0,0,0
ENSG00000224469,0,0,0,0,0,0,0,0,0
ENSG00000105894,5,23,23,18,51,80,27,23,7
ENSG00000105851,2,0,6,4,1,0,0,0,1
ENSG00000201990,0,0,0,0,0,0,0,0,0
ENSG00000106305,67,1244,313,166,1807,2483,1420,1244,107
ENSG00000207217,6,1,16,13,2,1,2,1,4
ENSG00000157999,4,23,15,15,40,53,34,23,3
ENSG00000001626,1,6,4,7,10,15,2,6,1
ENSG00000266794,3,0,2,2,0,0,0,0,0
ENSG00000205413,436,1025,546,1554,1765,1870,1379,1025,175
ENSG00000188175,0,0,6,1,0,0,0,0,0
ENSG00000177409,46,18,193,97,86,97,24,18,60
ENSG00000271522,0,0,0,0,0,0,0,0,0
ENSG00000229858,0,0,0,0,0,0,0,0,0
ENSG00000240680,0,0,0,0,0,0,0,0,0
ENSG00000232716,0,0,0,0,0,0,0,0,0
ENSG00000284032,1,0,1,1,0,0,0,0,1
ENSG00000283797,0,0,0,0,0,0,0,0,0
ENSG00000271204,1,0,13,7,0,0,0,0,3
ENSG00000199627,0,0,0,1,0,0,0,0,0
ENSG00000233287,1,2,0,4,3,0,0,2,1
ENSG00000235503,0,0,0,0,0,0,0,0,0
ENSG00000170381,1,0,25,19,1,0,0,0,4
ENSG00000285398,0,0,0,0,0,0,0,0,0
ENSG00000230617,0,0,0,0,0,0,0,0,0
ENSG00000230244,0,0,0,0,0,0,0,0,0
ENSG00000169402,0,7,0,2,6,4,10,7,0
ENSG00000197461,130,197,136,421,199,326,186,197,52
ENSG00000135175,0,0,0,0,0,0,0,0,0
ENSG00000283247,3,3,2,4,6,18,4,3,0
ENSG00000200857,0,0,0,0,0,0,0,0,0
ENSG00000158321,156,640,416,446,566,813,791,640,149
ENSG00000236978,0,0,0,0,0,0,0,0,0
ENSG00000289788,0,0,3,2,0,4,1,0,1
ENSG00000146648,1776,20257,2108,5702,3194,3566,20790,20257,748
ENSG00000128604,26,300,88,51,315,534,326,300,34
ENSG00000279853,1,8,1,1,7,8,6,8,2
ENSG00000015676,289,1861,1083,746,2090,3244,2112,1861,426
ENSG00000146677,59,263,102,158,384,539,282,263,35
ENSG00000229909,0,0,0,0,0,0,0,0,0
ENSG00000277174,0,0,0,0,0,0,0,0,0
ENSG00000282879,0,1,0,0,2,3,4,1,0
ENSG00000277253,0,0,0,0,0,0,3,0,0
ENSG00000230132,0,0,0,0,0,0,0,0,0
ENSG00000164740,0,0,0,0,0,0,0,0,0
ENSG00000228645,0,0,0,0,0,0,0,0,0
ENSG00000214660,0,0,0,0,0,0,0,0,0
ENSG00000265214,0,0,0,0,0,0,0,0,0
ENSG00000226401,0,0,0,0,0,0,0,0,0
ENSG00000271466,0,0,0,0,0,0,0,0,0
ENSG00000236574,0,2,0,0,0,0,0,2,0
ENSG00000225451,0,0,0,0,0,0,0,0,0
ENSG00000235720,6,79,18,27,64,72,68,79,10
ENSG00000226342,0,0,0,2,0,0,2,0,0
ENSG00000213645,0,0,0,0,0,0,0,0,0
ENSG00000233173,0,0,0,0,0,0,0,0,0
ENSG00000231264,0,0,0,0,0,0,0,0,0
ENSG00000228660,0,0,0,0,0,0,0,0,0
ENSG00000230639,0,0,0,0,0,0,0,0,0
ENSG00000176232,0,0,0,0,0,0,0,0,0
ENSG00000278577,0,0,0,0,0,0,0,0,0
ENSG00000289269,0,10,3,2,4,3,4,10,1
ENSG00000065883,329,2758,1113,1303,2242,2557,3270,2758,383
ENSG00000005483,892,12660,1613,2616,6702,7271,13769,12660,470
ENSG00000223475,2,2,0,0,0,0,0,2,0
ENSG00000233977,0,1,0,0,0,0,0,1,0
ENSG00000231394,0,0,0,0,0,0,0,0,0
ENSG00000234844,1,0,0,0,0,0,0,0,0
ENSG00000235207,1,0,2,5,0,0,1,0,1
ENSG00000252857,0,0,0,0,0,0,0,0,0
ENSG00000275853,0,0,0,0,0,0,0,0,0
ENSG00000224971,2,201,1,2,186,240,253,201,0
ENSG00000237799,0,0,0,0,1,0,0,0,0
ENSG00000275875,0,0,0,0,0,6,0,0,0
ENSG00000273720,0,0,0,0,0,0,0,0,0
ENSG00000206729,0,0,0,0,0,0,0,0,0
ENSG00000154997,0,0,2,0,0,0,1,0,0
ENSG00000235738,0,0,0,0,0,0,0,0,0
ENSG00000225270,0,0,0,0,0,0,0,0,0
ENSG00000229762,0,0,0,0,0,0,0,0,0
ENSG00000225018,0,0,0,0,0,0,2,0,0
ENSG00000279048,0,0,0,0,0,0,0,0,0
ENSG00000290069,0,0,0,1,0,0,0,0,1
ENSG00000228204,0,5,2,1,2,6,1,5,0
ENSG00000201133,0,0,0,1,0,0,0,0,0
ENSG00000106078,91,872,316,247,1270,1989,960,872,119
ENSG00000231490,0,0,0,0,0,0,0,0,0
ENSG00000227233,0,0,0,0,0,0,0,0,0
ENSG00000228897,0,0,0,0,2,0,0,0,0
ENSG00000227080,0,0,0,0,0,1,0,0,0
ENSG00000282301,0,0,0,0,0,0,0,0,0
ENSG00000288558,64,327,185,241,214,294,402,327,59
ENSG00000075790,14,53,22,36,57,44,74,53,13
ENSG00000238832,11,48,8,19,7,13,46,48,7
ENSG00000178503,0,0,0,0,1,2,0,0,0
ENSG00000187037,0,0,10,3,0,0,0,0,5
ENSG00000290149,0,0,0,0,0,0,0,0,0
ENSG00000086289,673,289,1944,1983,252,268,385,289,686
ENSG00000283444,0,0,0,0,0,0,0,0,0
ENSG00000225314,0,0,0,0,0,0,0,0,0
ENSG00000086288,0,0,1,0,0,0,0,0,0
ENSG00000276137,0,0,0,0,0,0,0,0,0
ENSG00000235429,0,0,0,1,0,0,0,0,0
ENSG00000235967,0,1,0,0,0,0,0,1,1
ENSG00000226205,2,0,2,0,0,0,0,0,1
ENSG00000085514,5,78,4,11,36,64,77,78,2
ENSG00000106246,2,156,28,14,159,257,208,156,5
ENSG00000248919,2,0,2,3,3,0,1,0,1
ENSG00000164818,171,1085,266,386,1232,1578,1295,1085,119
ENSG00000188191,38,400,57,128,476,860,491,400,26
ENSG00000278205,0,0,1,0,0,0,0,0,0
ENSG00000261275,0,4,0,0,1,3,9,4,0
ENSG00000231504,0,0,0,0,0,0,0,0,0
ENSG00000223740,0,3,0,0,0,0,1,3,0
ENSG00000234716,0,0,0,0,0,1,0,0,0
ENSG00000213067,7,4,4,12,0,2,2,4,0
ENSG00000271047,0,0,0,0,0,0,0,0,0
ENSG00000128573,12,1,54,29,0,5,0,1,18
ENSG00000176510,7,0,6,4,0,1,0,0,2
ENSG00000273142,3,382,26,15,423,632,408,382,5
ENSG00000196329,0,0,0,2,0,3,0,0,0
ENSG00000290107,5,4,5,0,0,6,8,4,5
ENSG00000288973,40,311,132,122,388,515,369,311,44
ENSG00000128534,588,5316,1787,1667,5207,6533,5757,5316,640
ENSG00000283128,0,0,2,0,2,5,1,0,2
ENSG00000146910,0,0,0,0,0,0,0,0,0
ENSG00000288792,1,3,7,0,9,3,11,3,1
ENSG00000136295,750,3230,1908,1996,1393,2268,3544,3230,712
ENSG00000213413,0,14,2,1,6,7,20,14,0
ENSG00000136238,633,9595,1721,2130,8564,11914,10105,9595,669
ENSG00000009950,14,270,61,32,268,332,239,270,25
ENSG00000106460,443,1923,1431,1264,2277,2089,2192,1923,514
ENSG00000106459,46,535,174,175,561,728,592,535,48
ENSG00000288881,2,0,5,1,0,0,0,0,0
ENSG00000212238,0,0,0,0,0,0,0,0,0
ENSG00000207990,0,0,0,0,0,0,0,0,0
ENSG00000199158,0,0,0,0,0,0,0,0,0
ENSG00000207691,0,0,0,0,0,0,0,0,0
ENSG00000242078,0,1,1,0,0,0,0,1,0
ENSG00000186591,358,6506,1010,993,7096,7643,7313,6506,390
ENSG00000199516,0,0,0,0,0,0,0,0,0
ENSG00000201109,0,0,0,0,0,0,1,0,0
ENSG00000196367,329,4012,984,1035,3404,3802,4672,4012,380
ENSG00000168255,0,2,0,0,6,4,2,2,0
ENSG00000284981,0,0,0,0,0,0,0,0,0
ENSG00000285437,1,5,4,1,8,19,5,5,1
ENSG00000228049,0,14,2,1,13,17,14,14,2
ENSG00000078549,13,2,36,33,0,0,0,2,9
ENSG00000136205,394,101,1983,1161,41,41,111,101,740
ENSG00000122545,1127,5795,2453,3455,4602,4804,6435,5795,861
ENSG00000273024,0,0,0,4,1,1,3,0,0
ENSG00000185037,0,0,0,0,0,0,0,0,0
ENSG00000290558,0,0,0,0,0,0,0,0,0
ENSG00000159860,0,0,0,0,0,0,1,0,0
ENSG00000240031,0,0,0,0,0,0,0,0,0
ENSG00000290669,0,0,0,0,0,0,0,0,0
ENSG00000244292,0,0,0,0,0,0,0,0,0
ENSG00000290670,0,0,0,0,0,0,0,0,1
ENSG00000272595,0,0,0,0,0,0,0,0,0
ENSG00000242294,0,0,0,0,0,0,0,0,0
ENSG00000227038,0,0,0,0,0,0,0,0,0
ENSG00000228829,0,0,0,0,0,0,0,0,0
ENSG00000228903,0,0,0,0,0,0,0,0,0
ENSG00000179420,0,0,0,0,0,0,0,0,0
ENSG00000283537,0,0,0,0,0,0,0,0,0
ENSG00000276067,0,0,0,0,0,0,0,0,0
ENSG00000290805,0,0,0,0,0,1,0,0,0
ENSG00000183122,0,0,0,0,0,0,0,0,0
ENSG00000170356,0,0,0,0,0,0,0,0,0
ENSG00000228960,0,0,0,0,0,0,0,0,0
ENSG00000239969,0,0,0,0,0,0,0,0,0
ENSG00000290830,1,0,0,2,0,2,2,0,0
ENSG00000106133,0,0,0,0,0,0,0,0,0
ENSG00000174353,0,0,0,0,0,0,0,0,0
ENSG00000277072,0,0,0,0,0,0,0,0,0
ENSG00000146722,0,0,0,0,0,0,0,0,0
ENSG00000187953,0,0,0,0,0,0,0,0,0
ENSG00000214544,0,0,0,0,0,0,0,0,0
ENSG00000234585,0,0,0,0,0,0,0,0,0
ENSG00000277053,0,0,0,0,0,0,0,0,0
ENSG00000272655,0,0,0,0,0,0,0,0,0
ENSG00000272693,0,0,0,0,0,0,0,0,0
ENSG00000205583,0,0,0,0,0,0,0,0,0
ENSG00000179994,0,3,0,0,0,0,0,3,0
ENSG00000290998,0,0,0,0,0,0,0,0,0
ENSG00000233437,0,0,0,0,0,0,0,0,0
ENSG00000176826,0,0,0,2,0,0,0,0,0
ENSG00000159904,0,1,0,0,0,2,0,1,0
ENSG00000127957,0,0,0,0,0,0,0,0,0
ENSG00000235944,0,0,0,0,0,0,0,0,0
ENSG00000133624,0,0,0,0,0,0,0,0,0
ENSG00000235436,0,0,0,0,0,0,0,0,0
ENSG00000214439,0,0,0,0,0,0,0,0,0
ENSG00000228409,0,0,0,0,0,0,0,0,0
ENSG00000189212,0,0,0,0,0,0,0,0,0
ENSG00000229180,0,0,0,0,0,0,0,0,0
ENSG00000170629,0,0,0,0,0,0,0,0,0
ENSG00000205763,0,0,1,0,0,0,0,0,0
ENSG00000253882,0,0,0,0,0,0,0,0,0
ENSG00000223705,0,0,0,0,0,0,0,0,0
ENSG00000225648,0,0,0,0,0,0,0,0,0
ENSG00000106610,0,0,0,0,0,0,0,0,0
ENSG00000067601,0,0,0,0,0,0,0,0,0
ENSG00000078319,0,0,0,0,0,0,0,0,0
ENSG00000237268,0,0,0,0,0,1,0,0,0
ENSG00000230583,0,0,1,0,0,0,0,0,0
ENSG00000214765,0,0,0,0,0,0,0,0,0
ENSG00000272556,0,1,1,0,1,1,0,1,0
ENSG00000227855,0,0,2,1,0,0,0,0,0
ENSG00000091127,316,1658,951,891,2136,2303,1942,1658,421
ENSG00000157764,312,2371,924,1045,1941,2214,2609,2371,319
ENSG00000153956,58,0,202,188,0,1,0,0,68
ENSG00000223770,2,0,2,6,0,0,0,0,1
ENSG00000213530,1,0,1,0,1,1,0,0,0
ENSG00000122786,583,12217,1698,1796,21267,22168,13709,12217,567
ENSG00000289175,2,1,3,0,3,2,3,1,1
ENSG00000128595,811,13716,2177,2869,15217,15794,15506,13716,811
ENSG00000226509,0,0,0,0,0,0,0,0,0
ENSG00000233363,0,0,0,0,0,0,0,0,0
ENSG00000286461,0,0,0,0,0,0,0,0,0
ENSG00000236408,0,0,0,0,2,0,0,0,0
ENSG00000272760,0,0,0,0,0,0,0,0,0
ENSG00000273183,1,12,7,6,3,10,14,12,2
ENSG00000283339,0,67,0,0,0,0,84,67,0
ENSG00000233489,0,0,0,0,0,0,0,0,0
ENSG00000157219,0,2155,0,0,23,44,2182,2155,0
ENSG00000274637,0,0,0,0,0,0,0,0,0
ENSG00000228806,0,0,0,0,0,0,0,0,0
ENSG00000130226,0,1,0,2,1,1,0,1,0
ENSG00000285081,1,1,4,1,1,0,0,1,2
ENSG00000235669,0,0,3,1,0,0,0,0,0
ENSG00000237065,0,1,1,0,0,1,0,1,1
ENSG00000077454,41,538,79,73,269,417,550,538,20
ENSG00000135250,251,4722,767,837,4929,5144,5477,4722,245
ENSG00000280439,0,0,0,0,0,0,0,0,0
ENSG00000008282,906,5437,2089,2529,6669,5933,6652,5437,747
ENSG00000213875,0,0,0,0,0,0,0,0,0
ENSG00000252374,0,0,0,0,0,0,0,0,0
ENSG00000223445,0,0,0,0,0,0,0,0,0
ENSG00000233167,0,0,0,0,0,0,0,0,0
ENSG00000289613,0,0,0,0,0,0,0,0,0
ENSG00000105819,145,8051,558,525,9295,10226,9210,8051,198
ENSG00000127948,276,1362,539,746,1241,1984,1602,1362,200
ENSG00000005249,25,1436,107,66,1220,1231,1529,1436,24
ENSG00000286137,0,0,0,0,1,0,0,0,0
ENSG00000006576,259,2112,834,753,1864,1733,2562,2112,255
ENSG00000241921,0,0,0,0,0,0,0,0,0
ENSG00000179603,14,4,31,18,0,0,5,4,18
ENSG00000227249,0,0,0,0,0,0,0,0,1
ENSG00000224981,0,0,1,0,0,0,0,0,0
ENSG00000230820,0,0,1,0,0,0,0,0,0
ENSG00000207692,0,0,0,0,0,0,0,0,0
ENSG00000236340,0,0,0,1,0,0,0,0,0
ENSG00000161040,15,36,33,37,32,52,34,36,24
ENSG00000224940,3,14,18,8,6,25,6,14,6
ENSG00000106069,16,38,79,39,9,41,58,38,27
ENSG00000157680,4,4,25,30,6,5,3,4,11
ENSG00000182158,416,3050,1164,1118,2834,3523,3146,3050,410
ENSG00000234639,0,1,0,0,0,0,0,1,0
ENSG00000233683,0,0,0,0,0,0,0,0,0
ENSG00000259294,1,0,0,0,0,1,0,0,1
ENSG00000106436,1,0,5,3,0,0,0,0,2
ENSG00000105849,244,2792,995,714,2769,3020,3430,2792,344
ENSG00000265932,0,0,1,0,0,0,0,0,0
ENSG00000173452,0,0,0,0,0,0,1,0,0
ENSG00000237921,0,0,0,0,0,1,0,0,0
ENSG00000071462,334,1456,1124,1061,1855,2722,1632,1456,524
ENSG00000091704,0,0,0,1,0,0,0,0,0
ENSG00000080802,292,1941,733,770,2078,2539,2194,1941,256
ENSG00000200456,0,0,0,0,0,0,0,0,0
ENSG00000225443,0,0,0,0,0,0,0,0,0
ENSG00000015520,2,51,2,1,35,46,41,51,0
ENSG00000136271,47,1398,249,158,1771,2393,1871,1398,98
ENSG00000271586,0,0,0,0,0,1,0,0,0
ENSG00000105953,453,5489,1595,1510,8105,11263,6760,5489,504
ENSG00000122515,337,4118,653,888,2036,3249,4100,4118,261
ENSG00000048052,320,13,960,861,12,3,24,13,348
ENSG00000059377,32,233,162,99,267,338,269,233,51
ENSG00000170667,1,1,1,0,0,1,2,1,2
ENSG00000290673,0,0,0,0,0,2,1,0,0
ENSG00000202039,0,0,0,0,0,0,0,0,0
ENSG00000157954,462,1948,1111,1257,1572,2219,2107,1948,443
ENSG00000164638,32,390,113,80,174,277,413,390,49
ENSG00000241269,1,10,3,5,4,8,11,10,2
ENSG00000058404,3,870,20,7,905,1497,898,870,8
ENSG00000179562,121,856,386,337,975,1277,1017,856,161
ENSG00000004059,311,2840,1012,736,2369,4002,3270,2840,377
ENSG00000106328,0,4,2,0,8,5,4,4,1
ENSG00000106348,334,1605,1134,983,2261,3452,1930,1605,487
ENSG00000106526,4,137,7,12,217,226,188,137,3
ENSG00000185274,1,0,17,13,0,0,0,0,7
ENSG00000265878,0,0,0,0,0,0,0,0,0
ENSG00000283278,0,0,0,0,0,0,0,0,0
ENSG00000105993,334,6039,838,1203,5107,5036,7371,6039,318
ENSG00000280266,0,0,0,0,0,0,0,0,0
ENSG00000155093,16,292,49,54,140,187,294,292,20
ENSG00000207960,0,0,0,0,0,0,1,0,0
ENSG00000231515,0,0,0,0,0,0,0,0,0
ENSG00000272839,0,0,0,0,0,0,0,0,0
ENSG00000231980,0,0,0,0,0,1,0,0,0
ENSG00000207637,0,0,0,0,0,0,0,0,0
ENSG00000225365,0,0,0,0,0,0,0,0,0
ENSG00000265598,0,0,0,0,0,0,0,0,0
ENSG00000224324,0,23,3,3,26,21,21,23,1
ENSG00000198898,853,5672,2007,2576,5672,5828,6530,5672,704
ENSG00000187391,23,126,25,26,161,181,143,126,13
ENSG00000278416,0,0,0,0,0,0,0,0,0
ENSG00000066923,5,71,1,10,41,46,119,71,2
ENSG00000292277,5,102,10,9,52,50,103,102,4
ENSG00000106012,38,2250,120,104,1658,2134,2502,2250,54
ENSG00000155034,66,470,224,184,383,602,544,470,79
ENSG00000006468,616,15030,2283,1925,11372,11365,17307,15030,799
ENSG00000136237,153,220,570,377,290,367,289,220,205
ENSG00000197576,13,3,32,35,0,2,3,3,13
ENSG00000279655,0,0,0,0,0,0,0,0,0
ENSG00000279429,0,1,0,0,0,0,3,1,0
ENSG00000228815,0,0,0,0,0,0,1,0,0
ENSG00000271117,0,0,0,0,1,0,0,0,0
ENSG00000122547,220,903,356,450,608,973,1029,903,130
ENSG00000228770,0,0,0,0,0,0,0,0,0
ENSG00000229679,0,2,0,0,0,0,0,2,0
ENSG00000132436,130,3491,416,400,4460,4298,4298,3491,149
ENSG00000106258,72,1042,166,193,445,428,1248,1042,69
ENSG00000106261,399,13760,1147,1036,7023,7550,14785,13760,397
ENSG00000166526,302,2218,836,826,1603,2061,2491,2218,310
ENSG00000170615,3,2,2,5,4,5,7,2,0
ENSG00000179144,0,0,0,0,0,0,0,0,0
ENSG00000243853,0,0,0,0,0,0,0,0,0
ENSG00000133574,0,0,0,2,6,2,0,0,0
ENSG00000271568,0,0,0,0,0,0,0,0,0
ENSG00000232361,0,0,0,0,0,0,0,0,0
ENSG00000133561,0,3,0,0,23,33,8,3,0
ENSG00000270990,0,0,0,0,0,0,0,0,0
ENSG00000106565,0,19,1,0,6,15,12,19,0
ENSG00000133612,124,2571,376,343,1945,3112,3053,2571,183
ENSG00000157212,163,2458,494,449,2144,2333,2940,2458,154
ENSG00000201066,0,0,0,0,0,0,0,0,0
ENSG00000278998,0,0,3,0,0,0,0,0,3
ENSG00000009335,1052,5752,3042,3278,5912,6545,6796,5752,1258
ENSG00000224629,1,9,11,10,9,18,29,9,3
ENSG00000229660,1,0,0,1,0,0,0,0,1
ENSG00000230268,0,0,1,0,0,0,0,0,0
ENSG00000213296,0,15,0,0,19,54,23,15,0
ENSG00000166508,248,4892,1096,806,6316,6220,6428,4892,366
ENSG00000286214,0,18,17,4,28,33,23,18,7
ENSG00000239021,0,0,0,0,0,0,0,0,0
ENSG00000226045,0,0,0,0,1,1,0,0,1
ENSG00000213265,0,0,0,0,0,0,0,0,0
ENSG00000287547,0,0,1,0,1,5,2,0,0
ENSG00000266265,0,3,0,0,6,4,4,3,0
ENSG00000105976,628,28,1798,1868,53,51,58,28,634
ENSG00000199940,0,0,0,0,0,0,0,0,0
ENSG00000183166,0,0,0,1,1,0,0,0,0
ENSG00000201014,0,0,0,0,0,0,0,0,0
ENSG00000235581,0,0,0,0,0,0,0,0,0
ENSG00000279078,7,0,16,5,1,1,0,0,5
ENSG00000128594,9,4,21,10,1,3,1,4,7
ENSG00000207588,0,0,2,0,0,0,0,0,0
ENSG00000207705,0,0,0,0,0,0,0,0,0
ENSG00000174697,0,0,0,0,0,0,1,0,0
ENSG00000271526,0,0,0,0,0,0,0,0,0
ENSG00000278446,0,0,0,0,0,0,0,0,0
ENSG00000224593,0,0,1,0,0,0,0,0,0
ENSG00000293033,0,0,1,0,0,0,0,0,0
ENSG00000234718,0,0,0,0,0,0,0,0,0
ENSG00000243981,0,0,0,0,0,0,0,0,0
ENSG00000237004,0,0,0,0,0,0,0,0,0
ENSG00000242948,0,0,0,0,0,0,0,0,0
ENSG00000293095,17,0,16,50,0,0,0,0,4
ENSG00000180019,0,0,0,0,0,0,0,0,0
ENSG00000231322,0,0,0,0,0,0,0,0,0
ENSG00000293158,0,0,0,0,0,0,0,0,0
ENSG00000241735,0,0,0,0,0,0,0,0,0
ENSG00000293165,0,2,1,0,1,1,1,2,0
ENSG00000230359,0,0,0,0,0,0,0,0,0
ENSG00000293205,2,45,14,17,81,82,64,45,7
ENSG00000233369,0,0,0,0,0,0,0,0,0
ENSG00000230626,7,2,4,0,5,4,5,2,3
ENSG00000227910,0,0,0,0,0,0,0,0,0
ENSG00000225264,0,0,0,0,0,0,0,0,0
ENSG00000233491,1,0,0,1,0,0,0,0,1
ENSG00000230927,0,0,0,0,0,0,0,0,0
ENSG00000293397,0,0,0,0,0,0,0,0,0
ENSG00000230914,0,0,2,3,0,0,0,0,0
ENSG00000293436,0,0,1,1,0,0,0,0,0
ENSG00000188707,0,0,0,0,0,0,0,0,0
ENSG00000225969,0,0,0,0,0,0,0,0,0
ENSG00000279072,0,12,0,0,11,18,18,12,0
ENSG00000279168,0,0,0,0,0,0,0,0,0
ENSG00000106537,190,2374,681,609,3938,4487,2714,2374,234
